ID,NAME (vertical file),AMNH OPAC,LOC/VIAF with URI,ALT NAME 3,DATES,DATE end,Date Note,SITES,PURPOSE,PERSONNEL,DEPARTMENT,SPONSORS,OTHERS,Documentation Materials,Publications,Field11,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000021,Trinidad Expeditions,,,,1893,"Feb-May, 1893; 1894",,South Central Trinidad Expeditions.,"To collect mammals, birds, reptiles, and fishes","Chapman, Frank M., leader","Depts. Mammals, Birds, and Reprtiles and fishes.",,,AMNH Library Vertical File..,"AMNH Annual Report No. 25, pp. 52-53; Bulletin of the AMNH, Vol. V, 1893, pp. 203-234; Bulletin of the AMNH, Vol. VI, 1894, pp. 1-85; Bulletin of the AMNH, Vol. IX, 1897, pp. 13-30.  Autobiography of a bird-lover by Frank Chapman, 1933. pp. 138.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000022,New Brunswick Expedition,New Brunswick Expedition of the American Museum of Natural History (1893),,,1893,Sept. 15 - Nov. 1,,"New Brunswick, Canada","To collect mammals and birds, especially accessories for a moose group","Rowley, John, Jr., Chief of taxidermy Dept., leader; Rowley, Charles P., vol. assistant; Adney, E.T., sci.",Department of Mammals.,,,AMNH Library Vertical File.,"AMNH Annual Report No. 25, 1893, pp 52-53; Bulletin of the AMNH, Vol. VI, 1894, pp. 99-106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000023,Boas Expedition to Northwest Territories,,,,1894, 1895,,"Vancouver, British Columbia",To collect materials on Northwest Coast Indians,"Boas, Franz, leader; Teit, James, sci.",Department of Anthropology.,AMNH,,AMNH Library Vertical File.,"AR, No. 26, 1894, p. 56; No. 27, 1895, p. 69; Kennedy, John M., Philanthrophy and Science in NYC: AMNH 1868-1968, Ph.D. Thesis, Yale University, 1968, pp. 137-144; AR, No. 28, 1896, p. 87; Bulletin of the AMNH, Vol. VIII,1896. pp. 227-230, Bulletin of the AMNH, vol 9, 1897, pp. 123-176. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000024,Honduras Expedition,,,,1894,1895,,"Copan, Honduras","To carry out archaeological research, and collect..",,Department of Anthropology.,Peabody Museum; AMNH Trustees.,,AMNH Library Vertical Files.,"AMNH Annual Report No. 27, 1895, p. 11; No. 28, pp.21-22.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000025,Weber Expedition to Sumatra,,,,1894, 1895,"Spent 1 year, returning in the Fall of 1895.",East Coast of Sumatra,To collect fauna and ethnological material for anthropology department,"Weber, Rudolph, leader",Anthropology Department,,,Documentation Materials,"AMNH Annual Report Vol. 26, 1894, p.10, #27, 1895, p. 11.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000026,Wortman Paleontological Expeditions. ,,,,1894 ,-1897,,"Miocene Bad Lands, South Dakota; West Central Kansas; New Mexico; Wyoming","To collect fossils; mammals, birds, and reptiles","Wortman, J.L., leader; Granger, Walter, sci.","Mammalian Palaeontology, and also Vertebrate Palaeontology for later work.","Brown, Mr.; Menke, Mr.; Kansas University, should probably be listed as Personnel, not sponsors? GwN/3.14.",,AMNH Library Vertical File and See also 1897: Vertebrate Paleontology Expeditions folder,"AMNH Annual Report 1894, p. 55 and 13-14; Bulletin of the AMNH, Vol. VII, 1895, pp. 259-274; P.C. 2 Authority File; AMNH Annual Report No. 29,1897 p. 17-19.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000027,Peary Relief Expedition to Arctic,Peary Expedition to Greenland (5th : 1895),,,1895,,,Greenland,"To collect specimens for Departments of Birds and Mammals; objects from Eskimo tribes, and to rescue Peary","Peary, Robert E., leader",Department of Mamals and Birds; And others?,American Geographical Society; AMNH; and various sources in Philadelphia.,,AMNH :Library Vertical Files,"AMNH Ann. Rept. No. 27, 1895, pp. 11-12, No. 28, 1896, P. 15.  Rpbert  Peary at the North Pole, Report by Davies, T. D. et al., 1989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000028,Bone Cabin Quarry,,,,1895 ,1896,See also 1897 folder.,Wyoming,Digging for dinosaur bones,"Granger, Walter; W.D. Matthew; Grant; Kaison; Osborn, Henry Fairfield; Barnum Brown and Menke from Kansas Un.; Wortman was leader in 1895 (expedition members)",Vertabrate Paleontology,AMNH,,"Photos taken.  AMNH Library Vertical File.  See Also Vert. Pal. Exped. File,  1897-1905.","AMNH Ann. Report, for year 1895.  Note: A sheepherders cabin made of dinosaur bones was found and the area was excavated. A Triceratops Hunt in Pioneer Wyoming: The journals of Barnum Brown S.J. P. Sams: Univ. Kansas Expedition of 1895, Ed: Michael F. Kohl et al.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000029,Hyde Expeditions,,,,1895 ,-1900; 1902,,"Chaco Canyon, New Mexico (Pueblo Bonito); Southern Utah; Arizona; Southern Colorado",To study ancient pueblos; Indian sites; gather artifacts; study geological conditions.,"Hyde, Talbot B., leader; Hyde, Frederick E. Jr., leader; Putnam, F.W., sci.; Pepper, George H., sci.; Wetherill, Richard, sci.; Dodge, R.E., photog.; Hrdlicka, A., photog. (1900, 1902)",Anthropology Dept. ,"Hyde, B.T.B.; Hyde, Frederick E., Jr (Trustee).",,"AMNH Library Vertical File, photos in scrapbook 4 and 5, photos in file drawers, finding aid to photos, Wetherill papers","AR, No. 29, 1897, p. 15; No. 30, 1898, p. 14 & 56-57; No. 31. 1899, pp. 14-15 and 67; No. 32, 1900, pp. 14-15 & 80; No. 33, 1901, p. 20; No. 34, 1902, p. 21; AMNH A. R. #35, for yr. 1903. PC 2 Authority File; American Museum Journal, I, 3, p. 45; American Anthropologist, 101(2): 256-271, copyright 1999; Archaeological Society of New Mexico 27 (Probably 2000) pp. 103-114 by Frances Joan Mathien. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000030,Volk Expedition,,,,1896, -1899; 1901; 1902,,"Trenton, New Jersey",To study the antiquity of man and geological information in the Delaware Valley,"Volk, Ernest, leader; Putnam, F.W. Prof., sci.",Anthropology (and ?),"Duke of Loubat; Hyde, Talbot B.",,AMNH Library Vertical File,"AMNH Annual Report No. 29. 1896, pp. 14-15; No. 30, 1898, p. 14; No. 31, 1899, p. 16; American Museum Journal, I, 7-8, p. 105-106; Volk, E. The Archaeology of the Delaware Valley. Cambridge: Harvard U., 1911.",Note: Photos in PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000031,Saville Mexican Expedition,Saville Expeditions to Mexico (1896-1904),,,1896, -1904,,"Palenque, Oaxaca, Mitla, Tehuantepec","To study ancient ruins, collect Indian artifacts","Saville, Marshall H., leader","Anthropology, Division of Archaeology","AMNH, Duke of Loubat",,AMNH Library Vertical File,"AR, No. 29, 1897, p. 15; No. 30, 1898, pp. 14-15; No. 31, 1899, p. 68 ; No. 32, 1900, p. 14; No. 33, 1901, p. 21; Bulletin of the AMNH, Vol. XIII, pp. 201-218; The American Museum Journal, Vol. I, No. 1, p. 1; I, 4, p. 56; Saville, Marshall, The Work of the Loubat Expedition in Southern Maxico, privately printed in 1911.",Note: Photos in PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000032,Chapman Expedition to Yucatan,,,,1896,March ,,Yucatan,To observe birds and collect mammals of the region,"Chapman, Frank M., leader","Dept of Mammalogy, Ornithology, etc.",,,"AMNH Vertical File, AutoBiography of a Bird-Lover, by Chapman, Frank M. 1933.","AMNH Annual Report No. 28, 1896, p. 18; Bulletin of the AMNH, Vol. VIII, p. 276; Bulletin of the AMNH, Vol. IX, p. 1-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000033,Peary Expedition,Peary Expedition to Greenland (6th : 1896),,,1896, ,Summer,Greenland,"To collect costumes and objects from Eskimo tribes and acquire meteorite ""Ahnighito""","Peary, R.E., leader and ""a party of scientists"".","Departments of Birds and Mammals, and Geology, Mineralogy etc., and Anthropology.  Where did  ""party of scientists"" come from?  The Museum or maybe another institution?","Various: American Museum of Natural History (a Trusrtee provided the major amount), U.S Navy, the American Geographic Society, and sources in Philadelphia",,AMNH Vertical File,"AMNH Annual Report No. 28, 1896, p.23; Logbook on board S.S. Hope, and see also 1985, Peary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000036,Chapman Expedition to Mexico,,,,1897,April ,,"Jalapa, Mexico",To collect birds and mammals,"Chapman, Frank M., leader",,"Trujillo, Matco",,AMNH Library Vertical File,"Bulletin of the AMNH, Vol. IX, pp. 197-208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000037,Hovey Geological Expedition,,,,1898,,,"Russia, Italy",To collect geological specimens and minerals,"Hovey, E. O., Leader.",,,,AMNH Library Vertical File.,"AMNH Annual Report No. 30, 1898, pp. 7, 47-48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000038,Jesup North Pacific Expedition,Jesup North Pacific Expeditions (1897-1903),,,1897 , -1903,,Siberia; Northwest Coast of North America (British Columbia and Wasington State).,To study the relationships between peoples of Asia and the northwestern coast of North America; to carry out ethnological and archaeological investigations by making collections ot the peoples of these areas for documentation and study..,"Boas, Franz; Bogoras, Waldemar; Jochelson, Waldemar; Brodsky, Dina; Laufer, Berthold; Teit, James; Hunt, George; Smith, Harlan; Fowke, Gerard, Hastings, O.C., Dixon, R.B., and others.",Anthropology,"Jesup, Morris Ketchum;  Northern Pacific Railroad provided transport.",,AMNH Library Vertical Files; photos in Scrapbook 2; 3; 30; 31; 32; also in Special Collections file drawers,"Memoirs of the AMNH; See AMNH Library Vertical Files (2), where references will be found for:  AMNH Annual Reports for 1896-1905;  Natural History 1900- 1988; AMNH Bulletin 1896-1933; AMNH Memoirs 1898-1930; and AMNH Anthropological Papers 1991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000039,Patagonian Expedition,Patagonian Expedition (1899-1900),,,1899 ,-1900,,South American Pampas,To study fossils and collect fossil mammals,"Brown, Barnum, leader",AMNH Dept. of Vert. Palaeontology,,,AMNH Library Vertical File,"AMNH Annual Report Vol, 31, 1899, p. 19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000040,Jesup Arapaho Expedition,Jesup Arapaho Expedition (1899-1901),,,1899 ,-1901,,"Oklahoma Territory, Northern Wyoming","To study Arapaho, Shoshone, Bonnock, Ute, and Kootenay Indians and collect materials regarding these tribes.","Kroeber, Alfred L., leader",,"Jesup, Morris K. Mrs.",,American Museum of Natural History Library Vertical File.,"AMNH Annual Report No. 31, 1899, p. 68; No. 32, 1900, p. 13; No. 33, 1901, p.20; Bulletin of the AMNH, Vol. XIII, pp. 69-86; Kroeber, A.L., The Arapaho, Bulletin of the AMNH, Vol. XVIII, Part 1, 2 & 3. 1902.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000041,Huntington Expedition to California,Huntington Expeditions to  California ,,,1899 ,-1902; 1904,,"Maidu Pit River and Shasta Indian Tribes, Northern California",To study the vanishing customs of the California Indians and collect materials & artifacts,"Dixon, Roland B., leader, Mr. Howard P Wilson (briefly)",,"Huntington, C.P.; Huntington, C.P. Mrs.; Huntington, Archer",,American Museum of Natural History Library Vertical File.,"AR, No. 31, 1899, p. 13-14; No. 32, 1900, p.14; No. 33, 1901, p. 20; No. 35, 1904, p.22; American Mus. Journal, I, 5, pp. 75-77; Dixon, Roland. ""The Shasta"", The Huntington California Expeditions ""Bull. of AMNH, Vol. XVII, pt 5, 1902-1907, pp.383-498, and plates LIX-LXXII.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000042,Colombian Expedition,Smith Colombian Expedition (1898-1901),,,1898,-1901,"March, 1898-September 1901. Can only find documentation through 1900 GwN/5. 2014.","Colombia, S. America.",To collect mammals and birds.,"Smith, Herbert H., leader",Department of Mammals and Ornithology.,"Jesup, Morris K.",,American Museum of Natural History Library Vertical File.,"AMNH Annual Report Vol. 31, 1899. p. 20; No. 33, 1902, p.17; Bulletin of the AMNH, Vol. XIII, pp. 87-94, pp. 117-184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000043,Central American Expedition,,,,1900,,,"Colombia, Costa Rica",To collect archaeological specimens and study Indians of Costa Rica.,"Nicholas, Francis C., leader.",Department of Anthropology.,,,American Museum of Natural History Library Vertical File.,"AMNH Annual Report No. 32, 1900, p.80.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000044,Vertebrate Paleontology Expeditions,,,,1900,,"See also VP expeditions, 1897-1905 VF.","Laramie Beds, Wyoming",To find dinosaurs,"Brown, Barnum, leader",Department of Vertebrate Palaeology.,,,"American Museum of Natural History Library Vertical File, and VP Expeditions for 1897-1905.","AMNH Annual Report No. 32, 1900, p.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000045,Villard Expedition to Oregon,,,,1900 ,-1902,,Oregon Coast,To study Indians of Oregon and collect artifacts (Nez Perce and others),"Farrand, Livingston, leader",Department of Anthropology.,"Villard, Henry",,American Museum of Natural History Library Vertical File.,"AMNH Annual Report No. 32, 1900, p. 14; No. 34, 1902, p. 20; American Museum Journal,  1900,  vol I, no. 5, p. 75-79.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000046,Anthropology Expeditions,,,,1901,,,"Eastern and Western United States, Central America, Bolivia, Peru, Greenland, Siberia, Japan, Korea, China.",To collect materials for anthropology collections and exhibitions,various department members,Department of Anthropology.,,,"American Museum of Natural History Library Vertical File.  See also other Anthro Expeditions around this time period, e.g. Villard Expedition.","AMNH Annual Report No. 33, 1902, p. 18, AMNH Journal, Vol. I, no. 12, 1901.pp164-.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000047,Expeditions from Department of Mammalogy and Ornithology,,,,1901,-1902,,"Venezuela, Siberia, Chiriqui (Columbia), Panama,","To collect mammals and birds, and given to the Museum by purchase.","Klages, Samuel L., leader, in Venezuela; Buxton, N.G., leader in Siberia; Batty, J.H., leader, Chiriqui and Panama, and by Smith,. H.H. in Columbia.",Department of Mammalogy and Ornithology.,Mr. Buxton's expedition was under the auspices of the Jesup North Pacific expedition in Siberia.,,AMNH Library Vertical File.,"AMNH Annual Report No. 33 for 1901, pp. 17, 18; #34, for 1902, pp. 14, 15..AM Novitates, Aug. 2008, # 3620, 37 pp. by Storrs, L. Olson. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000048,Andrew J. Stone Expedition,Andrew J. Stone Expedition (1st : 1901); Andrew J. Stone Expedition (2nd : 1902); Andrew J. Stone Expedition (3rd : 1903),,,1901 ,-1904,See also 1897-1899.,"Kenai peninsula, Kodiak Island and mainland Alaska",To collect mammals and birds,"Stone, Andrew J., leader, Figgins, J.D., Mehner, A. H. , Anderson, R. M., Browne, B., Mr. Maynard (of Seattle).",Department of Mammals and .Ornithology.,"Madison Grant, Esq., and other Museum friends..",,AMNH Library Vertical File.,"AMNH Annual Report No. 33, 1902, p. 18; AMNH Annual Report No. 35, 1904, p. 15; AMNH Annual Report No. 36, 1905, p. 16; Stone, Andrew J. ""Hunting the Great Alaskan Bear"" Scribner's Magazine, Vol. 41, 1907, p. 205-209; AMNH Bulletin, v. 16, art. 19, Chapman, ""List of Birds Collected in Alaska"". ""List of Mammals Collected in Alaska"" (Allen). Report of the Andrew J. Stone Expedition for the year 1902, Special Collections microfilm #82, original in Mammalogy Dept. AMNH Bulletin, vol. XIII, article V, Stone, Some results of a natural history journey to northern British Columbia, Alaska, and the Northwest Territory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
