ID,NAME (vertical file),AMNH OPAC,LOC/VIAF with URI,ALT NAME 3,DATES,DATE end,Date Note,SITES,PURPOSE,PERSONNEL,DEPARTMENT,SPONSORS,OTHERS,Documentation Materials,Publications,Field11,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000499,Morden African Expedition,Morden African Expedition of the American Museum of Natural History (1953),,,1953,,,Southwest Africa,"To collect mammals, birds, and anthropological specimens","Morden, William J., leader",,,,,"AMNH Annual Report No. 84, 1952-53, p. 37; Natural History magazine, LXII, June, 1953, p. 288; LXIII, May, 1954, p. 240; LXIII, June, 1954, pp. 264-270; LXIV, Feb., 1955, pp. 84-89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELETE-amnhc_2000500,Newell Expedition to Peru,,,,1953,,,Southern Peru,To study Tertiary marine deposits associated with the Humboldt Current,"Newell, Norman D., leader",,,,"AMNH Library Vertical File Think this listing should be deleted - all info is in with 1947,  GwN","AMNH Annual Report No. 85, 1953-54, p. 58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000501,Simpson Colorado Expedition,,,,1953,,,"Huerfano formation, Colorado",To study and collect fossil mammal remains,"Simpson, George G., leader; Whitaker, George O., sci.; Nocera, Joseph A., sci.",,,,,"AMNH Annual Report No. 85, 1953-54, p. 58; Natural History magazine, LXIII, Feb., 1954, p. 50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000502,Van Voast-AMNH Bahama Islands Expedition,Van Voast-American Museum of Natural History Bahama Islands Expedition (1952-1953),,,1953,,,"Bahama Islands on board ""White Wing""",To survey and collect insects,"Van Voast, Horace S. Jr., leader; Pallister, John C., sci.; Hayden, Ellis Jr., sci. (University of Kansas); Rabb, George B., sci. (University of Michigan)",,,,photos and movies by Pallister,"Natural History magazine, LXII, Jan., 1953, p. 47; LXII, Sept, 1953 p.334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000503,Vaurie Mexico Expedition,,,,1953,,,"Sonora, Mexico",To collect insects and spiders,"Vaurie, Dr. & Mrs. Charles, leaders",,,,,"AMNH Annual Report No. 84, 1952-53, p. 43; Natural History magazine, LXII, Jan., 1953, p. 47; LXII, Sept., 1953, p. 334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000504,Weeks West African Expedition,,,,1953,,,"French Equatorial Africa, French Cameroons",To collect birds and mammals and take photos and movies,"Weeks, Dr. & Mrs. Carnes, leaders; Carter, T. Donald, sci.",,,,,"AMNH Annual Report No. 84, 1952-53, p. 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000505,Wells Expedition to Formosa,,,,1953,,,Formosa,To collect ethnographic materials,"Wells, Mr. & Mrs. Carveth, leaders",,,,,"AMNH Annual Report No. 85, 1953-54, p. 56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000506,Weyer Trip to Brazil,,,,1953,,,"Mato Grosso, Brazil",To study and make films of native tribes,"Weyer, Edward M. Jr., leader",,,,photos taken,"Natural History magazine, LXII, June 1953, p. 288; LXII, Oct. 1953, pp. 360-371, Nov., 1953, pp. 408-415; Dec., 1953, pp. 456-463; LXIII, Jan., 1954, pp. 24-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000507,Sepik River Expedition,Sepik River Expedition of the American Museum of Natural History (1953-1954),,,1953,-1954,,Sepik River (New Guinea) and Victor Emanuel and Hindenburg mountain ranges,To collect birds and make movies of birds,"Gilliard, E. Thomas, leader; Gilliard, Mrs., sci.; Doyle, Robert, photog.",,AMNH; National Geographic Society; Explorers Club,,,"AMNH Annual Report No. 85, 1953-54, p. 57; No. 86, 1954-55, p. 45; Natural History magazine, LXIII, Jan., 1954, p. 48; LXVI, Sept., 1957, pp. 344-351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000508,American Museum Thailand Expedition,,,,1953,-54,,Thailand,To make anthropological studies of various native peoples,"Weaver, Robert W., leader; Goodman, Thomas L., leader",movies taken,,,,"AMNH Annual Report No. 85, 1953-54, p. 56; No. 87, 1955-56, pp. 32-33; Natural History magazine, LXV, June, 1956, pp. 289-295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000509,Colbert Field Trips,,,,1953,-54,,"Arizona, Wyoming, Colorado",To continue work on Triassic reptiles,"Colbert, Edwin H., leader",,,,,"AMNH Annual Report No. 85, 1953-54, p. 58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000510,Tschopik Expedition to Peru,,,,1953,-54,,Upper Amazon River and highlands of Peru,To survey Indian tribes,"Tschopik, Harry Jr., leader; De los Rios, Raul, sci.",,,,movies taken,"AMNH Annual Report No. 84, 1952-53, p. 35; No. 85, 1953-54, p. 55; Natural History magazine, LXIII, Feb., 1954, p. 96; LXIV, Jan., 1955, pp. 8-19; LXIV, Dec., 1955, pp. 540-547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000511,Mead Admiralty Islands Expedition,,,,1953,-55,,Admiralty Islands (Manus Island),To investigate cultural change within one generation since 1928,"Mead, Margaret, leader; Schwartz, Theodore and Lenora, sci.",,,,,"AMNH Annual Report No. 84, 1952-53, p. 34; No. 85, 1953-54, p. 55; No. 86, 1954-55, p. 44; Natural History magazine, LXII, Sept., 1953, p. 334; LXIII, Feb., 1954, pp. 66-68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000512,Poverty Point Expedition,,,,1953,Feb-March; also 1955,,"Poverty Point, Northern Louisiana",To excavate burial mound,"Ford, James A., leader; Bird, Junius B., sci.",,,,,"AMNH Annual Report No. 84, 1952-53, p. 34 ""resumed field work""; No. 86, 1954-55, pp. 44-45; Natural History magazine, LXIV, Sept., 1955, p. 389; LXIV, Oct, 1955, pp. 466-472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000513,Bernheim Trans-Saharan Expedition,Bernheim-Conant Expedition of the American Museum of Natural History (1953-1954); Bernheim-Conant Expedition to Northern Africa of the American Museum of Natural History (1953-1954),,,1954,,,Sahara Desert,To make documentary film of Tuareg tribe and collect ethnological material,"Bernheim, Mr. & Mrs. Claude, leaders",movies taken,,,,"AMNH Annual Report No. 85, 1953-54, p. 55; Natural History magazine, LXIII, Sept., 1954, p. 335; Nov., 1954, pp. 392-401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000514,Jurgens Trip to South America,,,,1954,,,"Northwest Guatemala, Xingu Region, Brazil",To make films of disappearing Indian cultures,"Jurgens, Victor, leader",Dept. of Anthropology,,,,"AMNH Annual Report No. 85, 1953-54, p. 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000515,Schaeffer Field Trip,,,,1954,,,Western U.S.,To investigate occurrence of fossil fishes in Mesozoic of Western U.S.,"Schaeffer, Bobb, leader",,,,,"AMNH Annual Report No. 85, 1953-54, p. 58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000516,Weaver Expedition to Thailand,,,,1954,-56,,Thailand wilderness,"To study tribes of interior, take photos, and collect ethnological specimens","Weaver, Robert W., leader; Goodman, Thomas L., leader",Anthropology,,,,"AMNH Annual Report No. 87, 1955-56, p. 32; Natural History magazine, June 1956, pp. 289-295",movies taken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000517,Bird Expedition to Peru,,,,1955,,,"Cuzco Basin, Peru",To collect archaeological materials,"Bird, Junius B., leader",,,,,"AMNH Annual Report No. 86, 1954-55, p. 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000518,Ceylon Expedition,,,,1955,,,Ceylon,To make documentary film of eclipse,"Chamberlain, Joseph M., leader; Nicholson, Thomas D., sci.; Logan, R.E., photog.; Bolton, Lee, photog.",,,,,"AMNH Annual Report No. 87, 1955-56, p. 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000519,Chapin Expedition to Africa,,,,1955,,,"Belgian Congo, Angola",To study birds,"Chapin, James P., leader",,,,,"AMNH Annual Report No. 86, 1954-55, p. 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000520,Colbert Expedition to Arizona,,,,1955,,,"Kayenta, Arizona",To collect fossils of mammal-like reptiles at Triassic quarry,"Colbert, Edwin H., leader",,,,,"AMNH Annual Report No. 86, 1954-55, p. 46; No. 87, 1955-56, p. 34; Natural History magazine, LXIV, Nov., 1955, p. 504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000521,Lowell Thomas Field Trip to India and Nepal,,,,1955,,,India and Nepal,,"Lowell, Thomas, leader; Gilliard, E. Thomas, sci.",,,,,"AMNH Annual Report No. 87, 1955-56, p. 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000522,Newell Field Trip to Bahamas,,,,1955,,,"Bahama Bank, Lerner Marine Laboratory",To investigate area and compare living plants and animals with fossil counterparts,"Newell, Norman D., leader",,,,,"AMNH Annual Report No. 86, 1954-55, p. 47; No, 87, 1955-56, p. 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000523,Schneirla Field Trip to Barro Colorado,,,,1955,,,"Barro Colorado Island, Canal Zone","To study habits of ""oropendola"", and the ecology and behavior of army ants","Schneirla, T.C., leader",,,,,"AMNH Annual Report No. 86, 1954-55, p. 46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000524,Venezuela Expedition,,,,1955,,,Venezuela,To photograph hummingbirds of Venezuela,"Gilliard, E. Thomas, leader; Greenewalt, Crawford H., sci.",,"Phelps, William H., Jr.",,,"AMNH Annual Report No. 86, 1954-55, p. 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000525,Ekholm Expedition to Mexico,,,,1955,-56,,"Tabasco, Mexico",To excavate late Maya site at Comalcalco,"Ekholm, Gordon F., leader",,,,,"AMNH Annual Report No. 87, 1955-56, p. 32; No. 88, 1956-57, p. 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000526,Okada Field Trip to Nepal,,,,1955,-56,,Nepal,To study peoples of Nepal,"Okada, Ferdinand E., leader",Anthropology,Wenner-Gren Foundation,,,"Natural History magazine, April, 1957, pp. 196-200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Koopman Expedition to Cuba,,,,1956,,,Cuba,To study bats ,"Koopman, Karl",Mammalogy,,,AMNH Library Vertical File. Koopman field books in Mammalogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000527,AMNH Brazilian Expedition,,,,1956,,,"Alto Jurua River, Acre, Brazil",To collect vertebrate fossils,"Simpson, G.G., leader",,AMNH; Departmento Nacional de Producao Mineral do Brasil,,,"AMNH Annual Report No. 88, 1956-57, p. 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000528,Bogert Field Trip to Southwest,,,,1956,,,Southwestern U.S. and Mexico,To study temperature adaptation of reptiles and amphibians,"Bogert, Charles M., leader",,,,,"AMNH Annual Report No. 87, 1955-56, p. 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000529,Fifth Archbold Expedition,Archbold Expedition to New Guinea (5th : 1956-1957),,,1956,,,New Guinea,To collect mammals and plant life of Malaysia and study possibility of land connections,"Brass, Leonard J., leader; Peterson, Russell, sci. (mammalogist)",,"Archbold, Richard",,,"AMNH Annual Report No. 87, 1955-56, p. 33; No. 88, 1956-57, p. 12; Natural History magazine, LXV, June, 1956, p. 334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000530,Lathrap Expedition to Peru,,,,1956,,,Montana region of Peru,To excavate archaeological sites to determine interrelationships between peoples of South America,"Lathrap, Donald W., leader",,,,,"AMNH Annual Report No. 87, 1955-56, p. 32; No. 88, 1956-57, p. 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000531,Newell Field Trip to Mexico and Guatemala,,,,1956,,,Mexico and Guatemala,To collect Permian invertebrates,"Newell, Norman D., leader",,,,,"AMNH Annual Report No. 88, 1956-57, p. 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000532,Puritan American Museum Expedition,Puritan-American Museum of Natural History Expedition to Western Mexico (1957),,,1956,,,"Gulf of California (Baja California, Tres Marias islands) on board ""Puritan""",To collect specimens and study evolution of small mammals,"Van Gelder, Richard G., leader (mammalogy); Zweifel, Richard G., leader (amphibians and reptiles); Emerson, William K., leader (invertebrates); Squires, Donald F., leader (invertebrates)",,"Bauer, Harry J.",,,"AMNH Annual Report No. 88, 1956-57, p. 12; P.C. 2 Authority File (Puritan Expedition to Western Mexico)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
